name, b3lyp-t1-min-confs, b3lyp-t2-min-confs, min-G-t1, min-G-t2, confs-bw-G-t1, confs-bw-G-t1, confs-bw-rot-G-t1, confs-bw-rot-G-t1, exp-dG, min-dG, confs-bw-dG, confs-bw-rot-dG 
molDWRow_1512, 2, 1, -226216.7, -226218.0, -226217.0, -226218.0, -226218.0, -226219.1, 1.5007300000000001, -1.3, -1.0, -1.0 
molDWRow_1513, 2, 2, -238409.3, -238410.8, -238409.4, -238411.2, -238411.6, -238413.7, -2.45574, -1.5, -1.7, -2.1 
molDWRow_1514, 2, 2, -263052.1, -263054.1, -263052.2, -263054.3, -263055.4, -263058.0, -1.7735900000000002, -2.0, -2.1, -2.5 
molDWRow_1515, 3, 2, -383318.0, -383319.6, -383318.5, -383319.9, -383321.1, -383322.5, -1.0914400000000002, -1.6, -1.4, -1.4 
molDWRow_1516, 1, 1, -226215.9, -226222.1, -226215.9, -226222.1, -226217.0, -226223.2, -1.22787, -6.2, -6.2, -6.2 
molDWRow_1517, 1, 2, -238406.9, -238405.4, -238406.9, -238405.8, -238409.5, -238408.3, -2.04645, 1.5, 1.1, 1.1 
molDWRow_1518, 1, 2, -238407.0, -238399.7, -238407.0, -238399.8, -238409.6, -238401.9, 0.40929, 7.3, 7.2, 7.7 
molDWRow_1519, 1, 2, -226224.0, -226214.9, -226224.0, -226215.2, -226225.5, -226216.3, 1.63716, 9.1, 8.8, 9.2 
molDWRow_1521, 9, 4, -214488.5, -214499.1, -214488.8, -214499.2, -214490.0, -214500.9, -6.95793, -10.6, -10.4, -10.8 
molDWRow_1522, 4, 4, -226950.0, -226956.8, -226950.5, -226957.4, -226951.7, -226958.6, -3.6836100000000003, -6.9, -6.9, -6.9 
molDWRow_1523, 4, 2, -189837.9, -189849.9, -189838.6, -189850.3, -189839.4, -189851.6, -6.13935, -12.0, -11.8, -12.2 
molDWRow_1524, 4, 3, -202301.8, -202308.2, -202302.4, -202308.6, -202303.2, -202309.5, -2.8650300000000004, -6.4, -6.2, -6.2 
molDWRow_1528, 4, 2, -260968.9, -260975.1, -260969.3, -260975.5, -260970.2, -260976.7, -6.13935, -6.2, -6.2, -6.6 
molDWRow_1533, 6, 3, -478790.0, -478802.6, -478790.8, -478802.9, -478792.3, -478804.4, -12.005840000000001, -12.5, -12.1, -12.1 
molDWRow_1534, 6, 4, -276143.2, -276160.4, -276143.8, -276160.6, -276145.3, -276162.1, -11.73298, -17.1, -16.8, -16.8 
molDWRow_1535, 2, 3, -145047.7, -145035.8, -145047.8, -145036.1, -145049.3, -145036.9, 10.64154, 11.9, 11.7, 12.4 
molDWRow_1536, 1, 2, -154378.5, -154371.2, -154378.5, -154371.5, -154379.6, -154372.4, 7.23079, 7.3, 7.0, 7.2 
molDWRow_1537, 1, 1, -192853.9, -192855.7, -192853.9, -192855.7, -192854.8, -192856.5, -2.7286, -1.8, -1.8, -1.8 
molDWRow_1544, 9, 4, -262057.0, -262048.1, -262057.3, -262048.2, -262058.1, -262048.6, 11.460120000000002, 8.9, 9.1, 9.5 
molDWRow_1546, 2, 2, -250167.4, -250162.6, -250167.7, -250162.6, -250168.1, -250163.0, -2.31931, 4.9, 5.1, 5.1 
molDWRow_1547, 10, 10, -290112.6, -290113.8, -290113.1, -290114.1, -290115.8, -290116.8, 1.5007300000000001, -1.2, -1.0, -1.0 
molDWRow_155, 2, 4, -217493.1, -217488.9, -217493.5, -217489.5, -217494.7, -217489.9, 1.3643, 4.1, 4.0, 4.8 
molDWRow_1553, 14, 10, -550046.2, -550048.3, -550047.0, -550048.9, -550050.1, -550051.2, 0.40929, -2.1, -2.0, -1.1 
molDWRow_1555, 2, 4, -391901.0, -391885.0, -391901.2, -391885.4, -391902.7, -391886.9, 11.323690000000001, 16.0, 15.9, 15.9 
molDWRow_1556, 9, 5, -286923.4, -286904.9, -286924.3, -286905.5, -286925.6, -286906.8, 9.95939, 18.6, 18.8, 18.8 
molDWRow_1557, 4, 5, -549285.8, -549273.2, -549286.4, -549273.6, -549288.3, -549275.5, 9.82296, 12.6, 12.8, 12.8 
molDWRow_1558, 3, 6, -736125.8, -736120.9, -736126.3, -736121.4, -736128.2, -736123.3, 3.5471800000000004, 4.9, 4.9, 4.9 
molDWRow_1559, 10, 8, -276873.2, -276854.2, -276873.9, -276855.0, -276875.8, -276856.9, 2.7286, 19.1, 19.0, 19.0 
molDWRow_1560, 4, 4, -251492.6, -251494.7, -251493.1, -251494.7, -251493.9, -251495.6, 1.7735900000000002, -2.2, -1.6, -1.6 
molDWRow_1565, 2, 4, -539084.3, -539078.6, -539084.6, -539079.2, -539085.5, -539079.6, 1.3643, 5.7, 5.5, 5.9 
molDWRow_1568, 4, 4, -265464.4, -265464.3, -265465.0, -265464.6, -265467.3, -265466.9, 2.04645, 0.1, 0.4, 0.4 
molDWRow_1569, 4, 6, -265464.5, -265465.6, -265464.9, -265465.9, -265467.3, -265468.3, 1.22787, -1.1, -1.0, -1.0 
molDWRow_1571, 1, 2, -490543.0, -490533.8, -490543.0, -490533.9, -490543.4, -490533.9, 2.7286, 9.3, 9.1, 9.5 
molDWRow_1572, 3, 4, -432793.6, -432789.5, -432794.1, -432789.6, -432794.5, -432790.1, 1.0914400000000002, 4.1, 4.4, 4.4 
molDWRow_1573, 2, 2, -312529.6, -312522.6, -312530.0, -312522.8, -312531.1, -312523.9, 2.59217, 7.1, 7.2, 7.2 
molDWRow_1574, 4, 5, -359719.2, -359708.7, -359719.6, -359709.1, -359720.7, -359710.2, 0.68215, 10.5, 10.5, 10.5 
molDWRow_158, 1, 2, -289229.0, -289239.2, -289229.0, -289239.2, -289229.5, -289239.2, -9.741102, -10.1, -10.1, -9.7 
molDWRow_159, 1, 1, -289230.7, -289236.9, -289230.7, -289236.9, -289231.1, -289236.9, -8.417731, -6.2, -6.2, -5.8 
molDWRow_1593, 3, 3, -694085.1, -694082.4, -694085.5, -694082.9, -694086.3, -694083.7, -2.31931, 2.7, 2.6, 2.6 
molDWRow_1594, 1, 2, -346516.5, -346504.0, -346516.5, -346504.3, -346517.4, -346504.7, 5.4572, 12.6, 12.3, 12.7 
molDWRow_1595, 2, 2, -371167.4, -371156.8, -371167.8, -371157.1, -371169.2, -371158.5, 3.27432, 10.6, 10.7, 10.7 
molDWRow_1596, 2, 2, -334048.1, -334038.9, -334048.4, -334039.3, -334049.2, -334039.7, 2.7286, 9.2, 9.1, 9.5 
molDWRow_1597, 4, 3, -358696.6, -358690.2, -358697.3, -358690.5, -358698.8, -358692.0, 0.5457200000000001, 6.4, 6.8, 6.8 
molDWRow_1598, 7, 4, -478961.2, -478957.7, -478961.8, -478958.3, -478962.6, -478959.2, -0.95501, 3.5, 3.5, 3.5 
molDWRow_1599, 1, 2, -213783.4, -213772.3, -213783.4, -213772.4, -213784.9, -213773.5, 4.0929, 11.1, 11.0, 11.4 
molDWRow_160, 1, 1, -385605.1, -385600.0, -385605.1, -385600.0, -385605.9, -385600.5, 2.8650300000000004, 5.0, 5.0, 5.4 
molDWRow_1600, 2, 2, -238432.5, -238422.9, -238432.9, -238423.0, -238435.1, -238425.1, 1.91002, 9.6, 9.9, 9.9 
molDWRow_1601, 2, 2, -358697.2, -358691.6, -358697.5, -358691.8, -358698.9, -358693.3, 0.40929, 5.7, 5.7, 5.7 
molDWRow_1610, 1, 2, -199203.0, -199194.3, -199203.0, -199194.7, -199203.4, -199195.1, 5.32077, 8.7, 8.3, 8.3 
molDWRow_1612, 2, 1, -309399.9, -309401.8, -309400.2, -309401.8, -309400.2, -309401.8, -3.27432, -1.9, -1.6, -1.6 
molDWRow_1613, 1, 1, -223086.3, -223088.7, -223086.3, -223088.7, -223086.7, -223089.5, -2.7286, -2.4, -2.4, -2.8 
molDWRow_1614, 2, 1, -213029.4, -213035.0, -213029.6, -213035.0, -213029.6, -213035.4, -4.77505, -5.6, -5.4, -5.8 
molDWRow_1615, 2, 1, -213029.5, -213033.8, -213029.6, -213033.8, -213029.6, -213034.2, -4.22933, -4.2, -4.1, -4.5 
molDWRow_1616, 2, 1, -309400.2, -309406.8, -309400.2, -309406.8, -309400.2, -309406.8, -5.59363, -6.6, -6.6, -6.6 
molDWRow_1629, 2, 1, -356624.8, -356636.1, -356624.9, -356636.1, -356624.9, -356637.0, -8.731520000000002, -11.3, -11.3, -12.1 
molDWRow_1636, 5, 8, -157959.5, -157955.0, -157960.1, -157955.5, -157963.7, -157959.1, 2.45574, 4.5, 4.7, 4.7 
molDWRow_1637, 4, 6, -278224.2, -278220.5, -278224.8, -278221.3, -278227.7, -278224.2, 1.91002, 3.7, 3.5, 3.5 
molDWRow_164, 4, 5, -457998.5, -457998.2, -457999.2, -457998.2, -458003.7, -458002.8, 1.3643, 0.2, 0.9, 0.9 
molDWRow_1652, 1, 1, -257830.9, -257821.5, -257830.9, -257821.5, -257831.3, -257821.5, 6.13935, 9.4, 9.4, 9.8 
molDWRow_1653, 1, 1, -247776.2, -247768.1, -247776.2, -247768.1, -247776.6, -247768.5, 9.00438, 8.1, 8.1, 8.1 
molDWRow_1654, 1, 1, -247774.6, -247768.1, -247774.6, -247768.1, -247775.0, -247768.5, 9.00438, 6.6, 6.6, 6.6 
molDWRow_1655, 1, 1, -257825.2, -257826.2, -257825.2, -257826.2, -257825.6, -257826.2, -4.0929, -1.1, -1.1, -0.6 
molDWRow_1656, 1, 1, -234498.2, -234498.6, -234498.2, -234498.6, -234498.2, -234498.6, -3.82004, -0.3, -0.3, -0.3 
molDWRow_1657, 1, 1, -254612.1, -254618.3, -254612.1, -254618.3, -254612.5, -254618.7, -2.59217, -6.2, -6.2, -6.2 
molDWRow_1658, 2, 2, -306371.7, -306379.9, -306372.1, -306380.2, -306373.0, -306381.5, -8.59509, -8.1, -8.1, -8.5 
molDWRow_1659, 2, 2, -306380.2, -306386.3, -306380.6, -306386.7, -306381.4, -306387.6, -4.77505, -6.1, -6.1, -6.1 
molDWRow_1660, 1, 1, -315682.3, -315692.7, -315682.3, -315692.7, -315682.3, -315693.1, -8.1858, -10.4, -10.4, -10.8 
molDWRow_1668, 1, 3, -438996.4, -438979.3, -438996.4, -438979.8, -438997.3, -438980.2, 5.4572, 17.2, 16.6, 17.1 
molDWRow_1669, 1, 3, -236342.0, -236319.2, -236342.0, -236319.7, -236342.8, -236320.1, 9.5501, 22.8, 22.3, 22.7 
molDWRow_1670, 2, 4, -223872.1, -223851.1, -223872.3, -223851.8, -223873.1, -223852.2, 6.8215, 20.9, 20.5, 20.9 
molDWRow_1674, 1, 2, -189127.3, -189119.3, -189127.3, -189119.4, -189127.7, -189119.4, 4.0929, 8.0, 7.8, 8.2 
molDWRow_175, 1, 2, -287889.7, -287874.8, -287889.7, -287875.2, -287890.1, -287875.2, 7.094360000000001, 14.9, 14.5, 14.9 
molDWRow_176, 1, 2, -275421.3, -275406.7, -275421.3, -275406.9, -275421.7, -275407.3, 8.86795, 14.5, 14.4, 14.4 
molDWRow_178, 1, 2, -394166.8, -394162.3, -394166.8, -394162.6, -394167.2, -394162.6, -0.641221, 4.5, 4.1, 4.6 
molDWRow_179, 1, 2, -179038.6, -179031.1, -179038.6, -179031.4, -179039.5, -179031.8, -0.17735900000000002, 7.5, 7.2, 7.6 
molDWRow_180, 1, 2, -203680.6, -203673.4, -203680.6, -203673.7, -203682.0, -203674.7, -0.24557400000000001, 7.2, 6.9, 7.3 
molDWRow_181, 1, 2, -287878.9, -287868.5, -287878.9, -287868.9, -287879.3, -287868.9, 5.539058, 10.3, 10.0, 10.4 
molDWRow_182, 1, 1, -490540.7, -490534.1, -490540.7, -490534.1, -490541.1, -490534.1, 1.5007300000000001, 6.6, 6.6, 7.0 
molDWRow_183, 2, 1, -275408.3, -275401.9, -275408.7, -275401.9, -275409.5, -275401.9, 1.4598010000000001, 6.4, 6.8, 7.7 
molDWRow_184, 2, 2, -300050.5, -300045.2, -300050.8, -300045.4, -300052.3, -300046.5, 0.7094360000000001, 5.3, 5.4, 5.8 
molDWRow_192, 4, 1, -491430.9, -491424.7, -491431.4, -491424.7, -491432.2, -491425.5, 1.7735900000000002, 6.2, 6.7, 6.7 
molDWRow_200, 3, 4, -315368.6, -315357.7, -315369.1, -315358.0, -315373.8, -315362.1, 9.440956, 11.0, 11.1, 11.8 
molDWRow_201, 2, 3, -518011.0, -518008.6, -518011.0, -518008.8, -518015.7, -518012.8, 1.282442, 2.4, 2.2, 2.9 
molDWRow_203, 4, 2, -432818.9, -432804.7, -432819.1, -432805.0, -432819.5, -432805.8, 12.96085, 14.2, 14.1, 13.7 
molDWRow_204, 5, 4, -660090.3, -660082.9, -660090.8, -660083.2, -660092.2, -660084.7, 7.91294, 7.4, 7.5, 7.5 
molDWRow_227, 2, 1, -277492.7, -277489.4, -277493.1, -277489.4, -277495.0, -277490.9, 3.27432, 3.3, 3.7, 4.1 
molDWRow_251, 6, 5, -336862.1, -336860.9, -336862.7, -336861.3, -336865.2, -336864.3, -0.0, 1.1, 1.3, 0.9 
molDWRow_253, 2, 2, -287572.1, -287572.8, -287572.3, -287573.2, -287573.8, -287574.7, 1.91002, -0.7, -0.9, -0.9 
molDWRow_292, 2, 1, -117996.4, -117994.7, -117996.8, -117994.7, -117997.9, -117995.8, 8.1858, 1.8, 2.1, 2.1 
molDWRow_298, 4, 2, -216916.6, -216918.0, -216917.0, -216918.0, -216920.0, -216920.1, 1.132369, -1.4, -1.0, -0.2 
molDWRow_30, 4, 2, -169691.6, -169705.6, -169692.3, -169706.0, -169693.6, -169708.0, -10.832542000000002, -14.0, -13.7, -14.5 
molDWRow_308, 1, 4, -335241.8, -335232.4, -335241.8, -335232.8, -335245.1, -335235.4, 3.2061050000000004, 9.4, 8.9, 9.8 
molDWRow_309, 14, 16, -360627.2, -360616.8, -360628.3, -360617.5, -360632.1, -360620.4, 10.095820000000002, 10.4, 10.8, 11.6 
molDWRow_31, 4, 3, -194343.4, -194354.8, -194344.1, -194354.8, -194345.7, -194357.3, -8.717877, -11.4, -10.7, -11.6 
molDWRow_313, 2, 4, -263379.9, -263370.7, -263380.2, -263371.2, -263381.5, -263372.0, 3.2061050000000004, 9.2, 9.0, 9.5 
molDWRow_314, 2, 4, -263379.8, -263376.9, -263380.1, -263377.5, -263381.3, -263378.4, -1.746304, 3.0, 2.5, 2.9 
molDWRow_315, 4, 4, -263371.2, -263376.8, -263371.5, -263377.5, -263372.3, -263378.3, -4.0929, -5.6, -6.0, -6.0 
molDWRow_32, 8, 7, -218985.9, -218998.9, -218986.6, -218999.1, -218988.7, -219002.0, -10.9144, -13.0, -12.5, -13.3 
molDWRow_327, 2, 2, -250166.5, -250164.8, -250166.5, -250165.0, -250166.9, -250165.4, 1.7735900000000002, 1.7, 1.5, 1.5 
molDWRow_331, 1, 2, -346545.5, -346531.3, -346545.5, -346531.4, -346545.9, -346531.8, 2.1828800000000004, 14.1, 14.1, 14.1 
molDWRow_35, 5, 4, -265464.2, -265464.6, -265464.6, -265465.1, -265466.9, -265467.4, -1.978235, -0.4, -0.5, -0.5 
molDWRow_36, 4, 9, -290114.5, -290112.5, -290114.8, -290112.7, -290117.5, -290115.5, -0.6685070000000001, 2.0, 2.1, 2.1 
molDWRow_37, 4, 4, -265464.3, -265465.6, -265464.7, -265466.0, -265467.0, -265468.3, -0.81858, -1.3, -1.3, -1.3 
molDWRow_38, 4, 7, -290114.4, -290114.2, -290114.8, -290114.4, -290117.5, -290117.1, 0.7640080000000001, 0.2, 0.4, 0.4 
molDWRow_386, 12, 9, -393833.2, -393837.1, -393834.0, -393837.4, -393836.5, -393840.0, 1.63716, -4.0, -3.4, -3.4 
molDWRow_401, 12, 9, -288772.4, -288771.3, -288773.2, -288771.5, -288776.1, -288774.1, 1.446158, 1.1, 1.6, 2.0 
molDWRow_402, 5, 5, -394461.9, -394461.3, -394462.6, -394461.3, -394464.1, -394462.4, 0.09550100000000002, 0.6, 1.3, 1.7 
molDWRow_403, 9, 7, -336578.5, -336576.4, -336578.7, -336576.7, -336580.3, -336578.4, 2.210166, 2.1, 2.0, 2.0 
molDWRow_415, 6, 10, -250892.5, -250877.3, -250893.1, -250877.9, -250895.0, -250879.3, 13.09728, 15.1, 15.2, 15.7 
molDWRow_418, 9, 12, -359873.8, -359875.7, -359874.8, -359876.5, -359877.7, -359879.0, -2.7286, -1.8, -1.7, -1.3 
molDWRow_439, 3, 3, -263041.1, -263044.1, -263041.3, -263044.2, -263043.9, -263046.7, -2.019164, -3.0, -2.8, -2.8 
molDWRow_44, 1, 2, -96503.6, -96492.9, -96503.6, -96493.2, -96505.1, -96493.6, 8.499589, 10.7, 10.4, 11.5 
molDWRow_441, 1, 1, -238263.1, -238266.9, -238263.1, -238266.9, -238263.1, -238267.3, -2.31931, -3.8, -3.8, -4.3 
molDWRow_45, 1, 4, -241424.8, -241411.5, -241424.8, -241411.7, -241426.3, -241412.5, 10.873471, 13.3, 13.1, 13.8 
molDWRow_46, 5, 2, -145805.2, -145793.7, -145805.6, -145794.1, -145808.1, -145796.2, 10.245893, 11.4, 11.5, 11.9 
molDWRow_47, 3, 2, -145797.5, -145791.0, -145798.1, -145791.3, -145801.0, -145793.9, 5.266198, 6.5, 6.7, 7.1 
molDWRow_48, 4, 2, -170451.9, -170440.8, -170452.5, -170441.1, -170456.1, -170444.8, 10.000319000000001, 11.1, 11.3, 11.3 
molDWRow_49, 4, 5, -290716.7, -290706.4, -290717.1, -290707.0, -290720.1, -290710.0, 8.840664, 10.3, 10.1, 10.1 
molDWRow_50, 3, 2, -241416.3, -241410.7, -241416.7, -241410.8, -241417.9, -241411.2, 4.188401, 5.6, 5.9, 6.7 
molDWRow_504, 3, 4, -358671.8, -358665.6, -358672.2, -358666.1, -358674.1, -358667.6, 0.8595090000000001, 6.2, 6.1, 6.5 
molDWRow_505, 2, 2, -358671.7, -358670.8, -358671.8, -358671.1, -358673.7, -358672.6, -1.22787, 0.9, 0.8, 1.2 
molDWRow_506, 5, 2, -358665.5, -358670.6, -358666.0, -358671.0, -358667.5, -358672.5, -2.1828800000000004, -5.1, -5.0, -5.0 
molDWRow_507, 4, 1, -446454.7, -446459.0, -446455.3, -446459.0, -446460.0, -446463.2, 0.35471800000000003, -4.2, -3.6, -3.2 
molDWRow_508, 5, 9, -622365.7, -622364.9, -622366.3, -622365.3, -622368.2, -622366.8, 2.7286, 0.8, 1.0, 1.4 
molDWRow_509, 5, 4, -396412.9, -396408.3, -396413.5, -396408.4, -396414.3, -396409.6, 1.4325150000000002, 4.6, 5.1, 4.7 
molDWRow_51, 3, 2, -266071.5, -266062.5, -266071.8, -266062.7, -266073.7, -266064.2, 8.731520000000002, 9.0, 9.0, 9.5 
molDWRow_510, 8, 4, -396411.9, -396408.2, -396412.5, -396408.7, -396412.9, -396409.9, -1.296085, 3.7, 3.8, 2.9 
molDWRow_511, 3, 7, -492782.1, -492782.1, -492782.4, -492782.6, -492783.3, -492783.0, 1.7735900000000002, -0.0, -0.1, 0.3 
molDWRow_512, 4, 4, -492782.3, -492780.4, -492782.7, -492780.8, -492783.6, -492781.2, -1.4870870000000003, 1.9, 2.0, 2.4 
molDWRow_513, 6, 4, -492782.1, -492780.6, -492782.5, -492780.9, -492782.9, -492781.3, -3.27432, 1.5, 1.6, 1.6 
molDWRow_518, 8, 8, -277619.3, -277623.1, -277620.0, -277623.8, -277622.7, -277627.0, -11.86941, -3.8, -3.8, -4.3 
molDWRow_52, 4, 4, -386336.8, -386327.9, -386337.1, -386328.7, -386338.3, -386329.5, 7.0261450000000005, 9.0, 8.4, 8.8 
molDWRow_521, 12, 13, -457249.1, -457254.5, -457249.6, -457255.1, -457253.8, -457258.9, -3.41075, -5.3, -5.5, -5.0 
molDWRow_525, 2, 1, -368768.6, -368767.1, -368768.9, -368767.1, -368770.4, -368768.2, -1.22787, 1.5, 1.8, 2.2 
molDWRow_53, 7, 4, -386327.7, -386325.6, -386328.3, -386326.1, -386329.9, -386327.4, -1.3370140000000001, 2.1, 2.2, 2.6 
molDWRow_54, 6, 6, -313258.8, -313250.4, -313259.2, -313250.8, -313261.1, -313252.3, 8.827021, 8.4, 8.5, 8.9 
molDWRow_549, 1, 1, -202947.4, -202952.8, -202947.4, -202952.8, -202947.8, -202954.3, -5.32077, -5.4, -5.4, -6.5 
molDWRow_551, 5, 2, -237683.3, -237686.6, -237684.1, -237687.0, -237684.5, -237687.9, -4.22933, -3.3, -2.9, -3.3 
molDWRow_552, 1, 1, -252249.3, -252257.9, -252249.3, -252257.9, -252251.8, -252260.4, -5.730060000000001, -8.6, -8.6, -8.6 
molDWRow_553, 2, 1, -491343.1, -491342.4, -491343.4, -491342.4, -491343.9, -491343.9, -0.27286000000000005, 0.7, 1.1, 0.0 
molDWRow_554, 13, 9, -538177.8, -538180.5, -538178.5, -538181.3, -538181.8, -538184.6, 0.81858, -2.7, -2.8, -2.8 
molDWRow_555, 4, 2, -237676.3, -237681.9, -237676.8, -237682.3, -237677.3, -237683.1, -5.59363, -5.6, -5.5, -5.9 
molDWRow_557, 1, 1, -779728.9, -779734.1, -779728.9, -779734.1, -779729.3, -779735.6, -3.95647, -5.2, -5.2, -6.3 
molDWRow_558, 2, 1, -227598.7, -227605.1, -227598.9, -227605.1, -227600.0, -227606.6, -5.730060000000001, -6.3, -6.1, -6.5 
molDWRow_559, 2, 1, -227597.4, -227602.5, -227597.7, -227602.5, -227598.7, -227604.0, -5.730060000000001, -5.1, -4.8, -5.3 
molDWRow_560, 5, 3, -347865.1, -347869.8, -347865.7, -347870.2, -347866.1, -347871.5, -3.95647, -4.7, -4.6, -5.4 
molDWRow_561, 4, 2, -347863.2, -347867.5, -347863.8, -347867.9, -347864.2, -347869.1, -5.32077, -4.3, -4.1, -4.9 
molDWRow_562, 2, 2, -298708.4, -298713.0, -298708.7, -298713.0, -298709.8, -298714.5, -2.7286, -4.6, -4.3, -4.7 
molDWRow_563, 4, 1, -298712.0, -298712.4, -298712.0, -298712.4, -298713.0, -298713.9, -4.91148, -0.4, -0.4, -0.8 
molDWRow_564, 4, 2, -345913.5, -345917.1, -345914.0, -345917.4, -345915.1, -345918.9, -2.59217, -3.7, -3.4, -3.8 
molDWRow_565, 6, 4, -345916.4, -345917.4, -345916.4, -345918.0, -345917.5, -345919.5, -4.91148, -1.0, -1.5, -2.0 
molDWRow_566, 8, 4, -333450.8, -333453.3, -333450.9, -333453.3, -333452.0, -333454.7, -2.04645, -2.5, -2.3, -2.8 
molDWRow_567, 1, 2, -333444.9, -333452.7, -333444.9, -333452.7, -333446.0, -333454.2, -5.18434, -7.8, -7.8, -8.2 
molDWRow_568, 2, 1, -477451.9, -477454.3, -477452.3, -477454.3, -477453.4, -477455.8, -1.7735900000000002, -2.4, -2.0, -2.4 
molDWRow_569, 4, 2, -477449.8, -477453.5, -477450.2, -477453.9, -477451.2, -477455.4, -5.18434, -3.7, -3.8, -4.2 
molDWRow_57, 1, 2, -265328.4, -265321.3, -265328.4, -265321.4, -265329.7, -265321.8, 5.238912, 7.1, 7.1, 7.9 
molDWRow_570, 2, 1, -414457.6, -414457.6, -414457.9, -414457.6, -414458.9, -414459.1, -1.63716, 0.0, 0.3, -0.1 
molDWRow_571, 3, 1, -414455.6, -414461.4, -414455.6, -414461.4, -414456.6, -414462.9, -4.91148, -5.9, -5.9, -6.3 
molDWRow_572, 2, 1, -274794.7, -274797.0, -274795.1, -274797.0, -274796.1, -274798.5, -1.5007300000000001, -2.3, -2.0, -2.4 
molDWRow_573, 2, 2, -274787.2, -274791.5, -274787.3, -274791.5, -274788.4, -274792.9, -5.32077, -4.2, -4.2, -4.6 
molDWRow_574, 4, 3, -345920.3, -345920.3, -345921.0, -345920.7, -345922.1, -345922.2, -1.22787, -0.0, 0.3, -0.1 
molDWRow_575, 4, 2, -345913.8, -345919.2, -345914.5, -345919.6, -345915.5, -345921.1, -5.047910000000001, -5.3, -5.1, -5.5 
molDWRow_578, 8, 5, -395062.0, -395063.3, -395062.9, -395063.4, -395063.3, -395064.6, -0.68215, -1.3, -0.5, -1.3 
molDWRow_579, 6, 4, -395055.0, -395059.8, -395055.6, -395060.2, -395056.0, -395061.4, -5.18434, -4.8, -4.6, -5.4 
molDWRow_58, 1, 2, -265332.1, -265318.6, -265332.1, -265318.9, -265332.9, -265319.3, 10.204964, 13.5, 13.2, 13.6 
molDWRow_580, 2, 1, -491338.7, -491343.7, -491339.1, -491343.7, -491339.5, -491345.2, -5.047910000000001, -5.1, -4.7, -5.7 
molDWRow_581, 2, 1, -1817849.0, -1817848.3, -1817849.4, -1817848.3, -1817849.8, -1817849.8, -0.13643000000000002, 0.7, 1.1, 0.0 
molDWRow_582, 2, 1, -1817845.1, -1817849.9, -1817845.3, -1817849.9, -1817845.7, -1817851.4, -5.047910000000001, -4.8, -4.6, -5.7 
molDWRow_583, 2, 1, -260827.3, -260826.8, -260827.5, -260826.8, -260827.5, -260827.2, 0.13643000000000002, 0.5, 0.7, 0.3 
molDWRow_584, 2, 1, -260828.4, -260834.2, -260828.5, -260834.2, -260828.5, -260834.6, -4.77505, -5.8, -5.6, -6.0 
molDWRow_585, 10, 4, -571832.3, -571832.2, -571833.1, -571832.7, -571834.2, -571834.1, 0.27286000000000005, 0.1, 0.4, 0.0 
molDWRow_586, 7, 4, -571831.3, -571836.7, -571831.4, -571837.1, -571832.5, -571838.6, -4.77505, -5.5, -5.7, -6.1 
molDWRow_587, 2, 1, -265236.5, -265234.0, -265236.9, -265234.0, -265237.3, -265235.5, 0.81858, 2.5, 2.9, 1.9 
molDWRow_588, 2, 1, -265226.8, -265231.8, -265227.0, -265231.8, -265227.4, -265233.2, -5.047910000000001, -5.0, -4.7, -5.8 
molDWRow_59, 5, 6, -145805.3, -145791.2, -145805.7, -145792.1, -145808.2, -145794.0, 11.951268, 14.0, 13.6, 14.3 
molDWRow_590, 2, 1, -299315.8, -299323.6, -299316.0, -299323.6, -299316.0, -299324.4, -6.6850700000000005, -7.8, -7.6, -8.5 
molDWRow_591, 2, 1, -323968.0, -323976.5, -323968.2, -323976.5, -323969.2, -323977.6, -7.094360000000001, -8.5, -8.3, -8.3 
molDWRow_592, 2, 1, -323965.6, -323973.3, -323965.8, -323973.3, -323966.9, -323974.3, -7.094360000000001, -7.7, -7.4, -7.4 
molDWRow_593, 4, 2, -334053.3, -334059.5, -334053.9, -334059.9, -334054.3, -334060.3, -5.59363, -6.2, -6.0, -6.0 
molDWRow_594, 4, 2, -334044.1, -334051.5, -334044.7, -334051.9, -334045.1, -334052.3, -6.8215, -7.5, -7.2, -7.2 
molDWRow_595, 2, 2, -444233.7, -444241.2, -444233.8, -444241.5, -444234.2, -444242.0, -5.32077, -7.5, -7.7, -7.7 
molDWRow_596, 4, 2, -444231.9, -444238.8, -444232.3, -444239.1, -444232.7, -444239.5, -6.6850700000000005, -6.9, -6.7, -6.7 
molDWRow_597, 9, 7, -395803.3, -395811.0, -395804.0, -395811.8, -395805.5, -395813.2, -4.0929, -7.7, -7.7, -7.7 
molDWRow_598, 8, 3, -395802.5, -395809.3, -395802.9, -395809.5, -395804.4, -395811.0, -6.27578, -6.8, -6.7, -6.7 
molDWRow_599, 4, 2, -442281.9, -442288.1, -442282.2, -442288.3, -442283.2, -442289.4, -3.95647, -6.2, -6.1, -6.1 
molDWRow_600, 5, 3, -442284.1, -442289.7, -442284.1, -442290.1, -442285.2, -442291.2, -6.27578, -5.6, -6.1, -6.1 
molDWRow_601, 14, 10, -430535.5, -430540.4, -430535.8, -430541.2, -430537.3, -430542.6, -3.41075, -4.9, -5.4, -5.4 
molDWRow_602, 13, 9, -430525.9, -430534.1, -430526.6, -430534.8, -430528.1, -430536.2, -6.54864, -8.2, -8.1, -8.1 
